Car_Name,Brand,Model,Vehicle_Age,KM_Driven,No_Of_Owners,Fuel_Type,Transmission_Type,Mileage,Engine_CC,Max_Power,No_Of_Seats,Price,Location
BMW 3 Series,BMW,3 Series,12,50000.0,1,Diesel,Automatic,19.59,1949.5,180.02499999999998,5,14.626441218624949,hyderabad
Renault KWID,Renault,KWID,10,41832.0,2,Petrol,Manual,23.01,999.0,67.0,5,12.608202196848836,hyderabad
Datsun GO,Datsun,GO,12,61000.0,1,Petrol,Manual,20.63,1198.0,67.0,5,12.608202196848836,hyderabad
Skoda Laura,Skoda,Laura,14,136700.0,1,Diesel,Automatic,17.0,1949.5,140.0,5,13.102162710901053,hyderabad
Maruti Ritz,Maruti,Ritz,15,44000.0,1,Petrol,Manual,18.5,1197.0,85.8,5,12.73670383776449,hyderabad
Hyundai Sonata,Hyundai,Sonata,23,40000.0,3,Petrol,Automatic,11.0,1949.5,165.0,5,11.918397239722838,hyderabad
Renault Triber,Renault,Triber,5,45430.0,1,Petrol,Automatic,18.2,999.0,71.0,7,13.384729180332174,hyderabad
Volkswagen Taigun,Volkswagen,Taigun,4,10000.0,1,Petrol,Automatic,18.41,999.0,113.98,5,14.316286451937186,hyderabad
Nissan Magnite,Nissan,Magnite,5,50000.0,1,Petrol,Manual,18.75,999.0,71.02,5,13.527829818844937,hyderabad
Mahindra XUV500,Mahindra,XUV500,11,89178.0,1,Diesel,Manual,16.0,1949.5,140.0,7,13.45883704259595,hyderabad
Maruti Swift,Maruti,Swift,12,52507.0,1,Petrol,Manual,22.38,1197.0,88.5,5,13.051943059028227,hyderabad
Volkswagen Ameo,Volkswagen,Ameo,7,47495.0,1,Petrol,Manual,19.44,999.0,75.0,5,13.282781802386296,hyderabad
Datsun RediGO,Datsun,RediGO,9,50000.0,2,Petrol,Manual,22.7,799.0,53.64,5,12.301387370778713,hyderabad
Maruti Swift,Maruti,Swift,7,89899.0,1,Petrol,Automatic,22.56,1197.0,88.5,5,13.425428028998196,hyderabad
Renault KWID,Renault,KWID,9,39992.0,2,Petrol,Manual,23.01,999.0,67.0,5,12.718899265966332,hyderabad
Maruti Wagon R,Maruti,Wagon R,17,80000.0,2,Lpg,Manual,17.3,1061.0,57.5,5,11.918397239722838,hyderabad
Maruti Wagon R,Maruti,Wagon R,13,89791.0,1,Petrol,Manual,18.9,998.0,67.1,5,12.660331092405906,hyderabad
Maruti Wagon R,Maruti,Wagon R,20,83000.0,1,Petrol,Manual,18.9,998.0,67.0,5,11.652687407345388,hyderabad
Hyundai Grand i10,Hyundai,Grand i10,11,114071.0,2,Petrol,Manual,18.9,1197.0,82.0,5,12.871337193291367,hyderabad
Maruti Wagon R,Maruti,Wagon R,11,66445.0,2,Petrol,Manual,20.51,998.0,67.04,5,12.757082940769225,hyderabad
Volkswagen Taigun,Volkswagen,Taigun,5,30000.0,1,Petrol,Automatic,18.41,999.0,113.98,5,14.187074804051692,hyderabad
Honda WR-V,Honda,WR-V,8,96615.0,1,Diesel,Manual,25.5,1498.0,98.6,5,13.592368256649284,hyderabad
Kia Seltos,Kia,Seltos,6,60000.0,1,Diesel,Manual,20.8,1493.0,113.43,5,14.253766134056512,hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,10,120000.0,2,Diesel,Manual,23.4,1248.0,74.0,5,12.765691290604371,hyderabad
Hyundai Xcent,Hyundai,Xcent,10,90000.0,2,Diesel,Manual,24.4,1120.0,71.0,5,12.676079399771027,hyderabad
Jeep Compass,Jeep,Compass,5,24001.0,1,Diesel,Manual,16.3,1949.5,170.0,5,14.914123179965662,hyderabad
Maruti Swift,Maruti,Swift,15,76000.0,1,Petrol,Manual,18.6,1197.0,85.8,5,12.75130259456002,hyderabad
Hyundai Grand i10 Nios,Hyundai,Grand i10 Nios,4,30000.0,1,Petrol,Manual,20.7,1197.0,81.86,5,13.527829818844937,hyderabad
Jeep Compass,Jeep,Compass,5,37821.0,1,Diesel,Manual,16.3,1949.5,170.0,5,14.914123179965662,hyderabad
MG Hector,MG,Hector,7,42000.0,1,Petrol,Automatic,13.96,1451.0,141.0,5,14.34555040065407,hyderabad
Maruti Swift,Maruti,Swift,10,64685.0,2,Petrol,Manual,22.38,1197.0,88.5,5,13.10011776845701,hyderabad
Maruti Wagon R,Maruti,Wagon R,11,71003.0,2,Petrol,Manual,20.51,998.0,67.04,5,12.709876675502672,hyderabad
Maruti XL6,Maruti,XL6,5,10000.0,1,Petrol,Manual,19.01,1462.0,103.2,6,13.997832948091215,hyderabad
Hyundai i20,Hyundai,i20,13,122617.0,1,Diesel,Manual,21.9,1396.0,88.76,5,12.901719200051183,hyderabad
Hyundai i10,Hyundai,i10,11,93593.0,1,Petrol,Manual,19.81,1086.0,68.05,5,12.757082940769225,hyderabad
Hyundai i20,Hyundai,i20,14,76000.0,2,Petrol,Manual,17.0,1197.0,180.02499999999998,5,12.92391243868049,hyderabad
Hyundai i20,Hyundai,i20,6,51216.0,1,Petrol,Manual,18.6,1197.0,81.86,5,13.546324377048325,hyderabad
Tata Altroz,Tata,Altroz,5,61626.0,1,Diesel,Manual,23.64,1497.0,88.77,5,13.630386277206295,hyderabad
Maruti Baleno,Maruti,Baleno,10,47741.0,2,Petrol,Manual,21.4,1197.0,83.1,5,13.190023895035274,hyderabad
Hyundai Grand i10,Hyundai,Grand i10,12,63000.0,1,Petrol,Manual,18.9,1197.0,82.0,5,13.049794835104816,hyderabad
Renault KWID,Renault,KWID,6,60894.0,1,Petrol,Manual,21.74,999.0,67.0,5,12.936036208848487,hyderabad
Honda City,Honda,City,18,70000.0,2,Petrol,Manual,16.9,1497.0,100.0,5,12.345834587905333,hyderabad
Hyundai i10,Hyundai,i10,14,51000.0,1,Petrol,Manual,19.81,1086.0,68.05,5,12.676079399771027,hyderabad
Tata Tiago,Tata,Tiago,10,110000.0,1,Petrol,Manual,23.84,1199.0,84.0,5,12.899222326086994,hyderabad
BMW X1,BMW,X1,15,95000.0,1,Diesel,Automatic,17.05,1949.5,180.02499999999998,5,13.910821646859095,hyderabad
Maruti Ciaz,Maruti,Ciaz,8,66000.0,1,Diesel,Manual,26.82,1498.0,93.87,5,13.652992804936396,hyderabad
Mahindra Scorpio,Mahindra,Scorpio,15,80642.0,1,Diesel,Manual,12.05,1949.5,120.0,7,12.873904582205107,hyderabad
Hyundai Creta,Hyundai,Creta,8,70000.0,1,Diesel,Automatic,17.01,1582.0,126.2,5,14.018452218287162,hyderabad
Maruti Baleno,Maruti,Baleno,6,15700.0,1,Petrol,Manual,21.01,1197.0,81.8,5,13.52649559761195,hyderabad
Hyundai Creta,Hyundai,Creta,8,81764.0,1,Petrol,Manual,13.0,1591.0,121.3,5,13.816511057297857,hyderabad
Hyundai Verna,Hyundai,Verna,8,95933.0,1,Petrol,Manual,19.1,1368.0,98.6,5,13.568331709230735,hyderabad
Jeep Compass,Jeep,Compass,7,23000.0,1,Petrol,Manual,16.0,1368.0,160.0,5,14.316286451937186,hyderabad
Honda Jazz,Honda,Jazz,11,85589.0,2,Petrol,Manual,18.7,1199.0,88.7,5,12.962196972666593,hyderabad
Hyundai i20,Hyundai,i20,9,72793.0,2,Petrol,Manual,18.6,1197.0,81.83,5,13.331003865890963,hyderabad
Hyundai Verna,Hyundai,Verna,13,92000.0,1,Diesel,Automatic,22.32,1582.0,126.32,5,13.102162710901053,hyderabad
Maruti Swift,Maruti,Swift,12,95255.0,2,Petrol,Manual,22.38,1197.0,88.5,5,12.966880811009803,hyderabad
Toyota Innova Crysta,Toyota,Innova Crysta,7,59000.0,1,Diesel,Manual,13.68,1949.5,147.51,8,14.637491049927531,hyderabad
Maruti Baleno,Maruti,Baleno,8,89242.0,1,Petrol,Automatic,21.4,1197.0,83.1,5,13.415034483903348,hyderabad
Honda Brio,Honda,Brio,14,40503.0,1,Petrol,Manual,19.4,1198.0,86.8,5,12.727841176689147,hyderabad
Hyundai Verna,Hyundai,Verna,4,20000.0,1,Diesel,Manual,25.0,1493.0,113.45,5,14.115615891155079,hyderabad
Honda Amaze,Honda,Amaze,8,96863.0,1,Petrol,Manual,19.5,1199.0,88.76,5,13.322853874813605,hyderabad
Honda WR-V,Honda,WR-V,5,30300.0,1,Petrol,Manual,16.5,1199.0,88.5,5,13.790193775620484,hyderabad
Honda City,Honda,City,9,40000.0,2,Petrol,Manual,17.8,1497.0,117.3,5,13.623139877437296,hyderabad
Honda Amaze,Honda,Amaze,12,120000.0,1,Diesel,Manual,25.8,1498.0,98.6,5,12.899222326086994,hyderabad
Mahindra XUV500,Mahindra,XUV500,13,27892.0,1,Diesel,Manual,15.1,1949.5,140.0,7,13.710151153416941,hyderabad
Maruti Swift,Maruti,Swift,6,90000.0,1,Petrol,Manual,21.21,1197.0,81.8,5,13.384729180332174,hyderabad
Maruti Wagon R,Maruti,Wagon R,17,100000.0,1,Lpg,Manual,17.3,1061.0,57.5,5,12.323860125621126,hyderabad
Hyundai Grand i10,Hyundai,Grand i10,12,73000.0,2,Petrol,Manual,18.9,1197.0,82.0,5,12.899222326086994,hyderabad
Honda City Hybrid,Honda,City Hybrid,4,30000.0,1,Petrol,Automatic,26.5,1498.0,96.55,5,14.626441218624949,hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,8,32152.0,1,Petrol,Automatic,21.21,1197.0,81.8,5,13.468787359304866,hyderabad
Maruti Swift,Maruti,Swift,11,58241.0,1,Diesel,Manual,25.2,1248.0,74.0,5,13.263864675787632,hyderabad
Maruti Ertiga,Maruti,Ertiga,12,120000.0,2,Diesel,Manual,20.77,1248.0,88.76,7,13.235693848424024,hyderabad
Honda City,Honda,City,13,94141.0,2,Petrol,Manual,16.8,1497.0,116.3,5,13.030248088496522,hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,9,59411.0,1,Petrol,Automatic,21.21,1197.0,81.8,5,13.437175577097312,hyderabad
Volkswagen Jetta,Volkswagen,Jetta,10,17105.0,1,Petrol,Manual,14.69,1390.0,120.3,5,14.001990954782066,hyderabad
Maruti Ciaz,Maruti,Ciaz,8,37100.0,2,Diesel,Manual,28.09,1248.0,88.5,5,13.790193775620484,hyderabad
Hyundai i10,Hyundai,i10,14,103211.0,2,Petrol,Manual,20.36,1197.0,78.9,5,12.574185427296195,hyderabad
Maruti Wagon R,Maruti,Wagon R,14,113543.0,2,Petrol,Manual,18.9,998.0,67.1,5,12.577639650232573,hyderabad
Mahindra Scorpio,Mahindra,Scorpio,16,120000.0,2,Diesel,Manual,12.05,1949.5,120.0,7,12.959846800844963,hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,14,99334.0,1,Diesel,Manual,19.3,1248.0,73.9,5,12.91657092142417,hyderabad
Ford Fiesta,Ford,Fiesta,12,152115.125,1,Diesel,Manual,25.01,1498.0,89.75,5,12.611541086966115,hyderabad
Hyundai Creta,Hyundai,Creta,9,68000.0,2,Diesel,Automatic,17.01,1582.0,126.2,5,13.993657580167481,hyderabad
Honda Amaze,Honda,Amaze,12,100000.0,2,Petrol,Manual,18.0,1198.0,86.7,5,12.873904582205107,hyderabad
Maruti Swift Dzire Tour,Maruti,Swift Dzire Tour,7,110000.0,2,Diesel,Manual,19.95,1248.0,74.02,5,13.384729180332174,hyderabad
Fiat Linea,Fiat,Linea,16,110000.0,2,Petrol,Manual,16.0,1368.0,89.0,5,12.429220196836383,hyderabad
Hyundai Verna,Hyundai,Verna,15,76000.0,1,Petrol,Manual,17.43,1396.0,105.5,5,13.07107218827772,hyderabad
Nissan Sunny,Nissan,Sunny,6,60000.0,2,Diesel,Manual,22.71,1461.0,84.8,5,13.45883704259595,hyderabad
Maruti Baleno,Maruti,Baleno,9,71974.0,1,Petrol,Manual,21.4,1197.0,83.1,5,13.233906541044401,hyderabad
Maruti Vitara Brezza,Maruti,Vitara Brezza,10,105562.0,1,Diesel,Manual,24.3,1248.0,88.5,5,13.578522867254332,hyderabad
Mahindra XUV500,Mahindra,XUV500,11,110000.0,2,Diesel,Manual,16.0,1949.5,140.0,7,13.76421831620775,hyderabad
Maruti Brezza,Maruti,Brezza,3,1330.0,1,Petrol,Manual,19.89,1462.0,101.65,5,14.075565234308307,hyderabad
Honda Amaze,Honda,Amaze,5,30973.0,2,Petrol,Manual,18.6,1199.0,88.5,5,13.527829818844937,hyderabad
Hyundai i10,Hyundai,i10,15,100000.0,2,Petrol,Automatic,16.95,1197.0,78.9,5,12.706850963741102,hyderabad
Hyundai i20,Hyundai,i20,8,9351.0,1,Petrol,Manual,18.6,1197.0,81.83,5,13.445896549926763,hyderabad
Nissan Terrano,Nissan,Terrano,9,46000.0,1,Petrol,Manual,13.24,1598.0,102.5,5,13.560619598657233,hyderabad
Maruti Alto 800,Maruti,Alto 800,13,56133.0,2,Petrol,Manual,22.05,796.0,47.33,5,12.273735966890268,hyderabad
Maruti Alto K10,Maruti,Alto K10,13,92370.0,1,Petrol,Manual,24.39,998.0,65.71,5,12.354492650648448,hyderabad
Maruti Alto K10,Maruti,Alto K10,12,38313.0,1,Petrol,Manual,24.39,998.0,65.71,5,12.546113507028412,hyderabad
Tata Zest,Tata,Zest,7,110000.0,1,Diesel,Manual,22.95,1248.0,74.0,5,13.304686600863562,hyderabad
Maruti Ciaz,Maruti,Ciaz,5,10000.0,1,Petrol,Manual,20.65,1462.0,103.25,5,13.76421831620775,hyderabad
Hyundai Verna,Hyundai,Verna,11,80000.0,2,Petrol,Manual,17.01,1591.0,121.3,5,13.304686600863562,hyderabad
Nissan Terrano,Nissan,Terrano,12,120000.0,3,Diesel,Manual,19.01,1461.0,108.5,5,13.122365377402328,hyderabad
Volkswagen Vento,Volkswagen,Vento,11,90000.0,2,Diesel,Manual,20.34,1498.0,103.2,5,13.22672519452875,hyderabad
Volkswagen Vento,Volkswagen,Vento,14,87000.0,2,Diesel,Manual,20.54,1598.0,103.5,5,13.014780393893403,hyderabad
Maruti Baleno,Maruti,Baleno,8,70000.0,2,Petrol,Manual,21.4,1197.0,83.1,5,13.369225017834633,hyderabad
Maruti Alto K10,Maruti,Alto K10,12,53179.0,2,Petrol,Manual,24.39,998.0,65.71,5,12.479913113434042,hyderabad
Tata Nexon,Tata,Nexon,6,48902.0,1,Petrol,Manual,17.0,1198.0,108.5,5,13.752571823152559,hyderabad
Hyundai Verna,Hyundai,Verna,14,90000.0,3,Diesel,Automatic,22.32,1582.0,126.3,5,13.02805489573287,hyderabad
Hyundai i20,Hyundai,i20,7,45025.0,1,Petrol,Automatic,17.4,1197.0,81.86,5,13.563196916350243,hyderabad
Maruti Baleno,Maruti,Baleno,9,22356.0,1,Petrol,Automatic,21.4,1197.0,83.1,5,13.460264592549233,hyderabad
Hyundai Verna,Hyundai,Verna,12,96000.0,1,Diesel,Automatic,22.32,1582.0,126.32,5,13.345508528717259,hyderabad
Maruti Celerio,Maruti,Celerio,7,35564.0,2,Petrol,Manual,25.24,998.0,65.71,5,13.077368103521614,hyderabad
Fiat Punto,Fiat,Punto,10,72632.0,1,Diesel,Manual,20.3,1248.0,75.0,5,13.049794835104816,hyderabad
Toyota Etios,Toyota,Etios,11,57349.0,1,Petrol,Manual,16.78,1496.0,88.73,5,13.064736383209516,hyderabad
Honda Amaze,Honda,Amaze,8,31915.0,1,Diesel,Manual,25.8,1498.0,98.6,5,13.311331132544721,hyderabad
Volvo S60,Volvo,S60,14,80000.0,1,Diesel,Automatic,13.2,1949.5,180.02499999999998,5,13.864301674514206,hyderabad
Maruti Wagon R,Maruti,Wagon R,16,44094.0,1,Petrol,Manual,18.9,998.0,67.1,5,12.51723073716405,hyderabad
Toyota Innova,Toyota,Innova,18,152115.125,1,Diesel,Manual,12.8,1949.5,102.0,8,13.120363378739663,hyderabad
Hyundai Verna,Hyundai,Verna,18,75000.0,1,Diesel,Manual,16.8,1493.0,110.0,5,12.608202196848836,hyderabad
Skoda Laura,Skoda,Laura,17,92000.0,1,Diesel,Automatic,17.0,1896.0,105.0,5,12.959846800844963,hyderabad
Maruti S-Presso,Maruti,S-Presso,6,48000.0,1,Petrol,Automatic,21.7,998.0,67.05,5,13.120363378739663,hyderabad
Volkswagen Taigun,Volkswagen,Taigun,4,10000.0,1,Petrol,Automatic,18.41,999.0,113.98,5,14.316286451937186,hyderabad
Honda Amaze,Honda,Amaze,8,33600.0,1,Diesel,Manual,27.4,1498.0,98.63,5,13.527829818844937,hyderabad
Toyota Yaris,Toyota,Yaris,8,68950.0,2,Petrol,Automatic,17.8,1496.0,105.94,5,13.49254805258237,hyderabad
Maruti Wagon R,Maruti,Wagon R,14,47763.0,1,Petrol,Manual,18.9,998.0,67.1,5,12.611541086966115,hyderabad
Renault Triber,Renault,Triber,4,8368.0,1,Petrol,Manual,20.0,999.0,71.01,7,13.592368256649284,hyderabad
Tata Nexon,Tata,Nexon,8,51897.0,1,Diesel,Manual,23.22,1497.0,113.42,5,13.60479076121576,hyderabad
Honda Amaze,Honda,Amaze,12,40274.0,2,Petrol,Manual,18.0,1198.0,86.7,5,13.036807667689546,hyderabad
BMW 3 Series,BMW,3 Series,14,90000.0,1,Diesel,Automatic,18.88,1949.5,180.02499999999998,5,13.527829818844937,hyderabad
Maruti Swift,Maruti,Swift,10,62648.0,1,Petrol,Manual,22.38,1197.0,88.5,5,13.116347317149176,hyderabad
Maruti Baleno,Maruti,Baleno,9,58448.0,1,Petrol,Manual,21.4,1197.0,83.1,5,13.265599278590988,hyderabad
Hyundai Grand i10 Nios,Hyundai,Grand i10 Nios,4,40000.0,1,Petrol,Manual,20.7,1197.0,81.86,5,13.415034483903348,hyderabad
Ford Ecosport,Ford,Ecosport,9,88695.0,1,Diesel,Manual,22.77,1498.0,98.59,5,13.444448325847754,hyderabad
MG Hector,MG,Hector,5,20000.0,1,Diesel,Manual,17.41,1949.5,167.68,5,14.346139397261565,hyderabad
Tata Zest,Tata,Zest,12,99840.0,1,Diesel,Manual,20.65,1248.0,88.7,5,12.437188334739655,hyderabad
Volkswagen Polo,Volkswagen,Polo,14,120000.0,2,Diesel,Manual,22.07,1199.0,73.9,5,12.591338447675579,hyderabad
Hyundai Verna,Hyundai,Verna,3,10000.0,1,Petrol,Manual,20.0,1482.0,157.57,5,14.45736497045232,hyderabad
Volkswagen Virtus,Volkswagen,Virtus,4,20000.0,2,Petrol,Automatic,18.12,999.0,113.98,5,14.430696737594902,hyderabad
Honda Amaze,Honda,Amaze,8,20000.0,1,Petrol,Automatic,18.1,1199.0,88.7,5,13.45883704259595,hyderabad
Honda City,Honda,City,5,31000.0,1,Petrol,Automatic,18.0,1497.0,117.6,5,14.115615891155079,hyderabad
Tata Tiago,Tata,Tiago,8,93407.0,2,Petrol,Manual,23.84,1199.0,84.0,5,13.060490101343552,hyderabad
Maruti Swift,Maruti,Swift,15,75932.0,2,Petrol,Manual,22.38,1197.0,88.5,5,12.676079399771027,hyderabad
Volkswagen Polo,Volkswagen,Polo,11,44000.0,1,Petrol,Automatic,17.21,1197.0,103.5,5,13.384729180332174,hyderabad
Hyundai Santro,Hyundai,Santro,7,62936.0,1,Petrol,Automatic,20.3,1086.0,68.0,5,13.178745601197818,hyderabad
Hyundai i20,Hyundai,i20,10,40841.0,1,Petrol,Manual,18.6,1197.0,81.83,5,13.378556330751158,hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,10,150000.0,2,Diesel,Manual,26.59,1248.0,74.0,5,13.081543466215237,hyderabad
Hyundai i20,Hyundai,i20,9,66561.0,1,Petrol,Manual,18.6,1197.0,81.83,5,13.316285717486736,hyderabad
Tata Indica V2,Tata,Indica V2,10,114800.0,2,Diesel,Manual,25.0,1396.0,69.0,5,11.982935344196433,hyderabad
Maruti Celerio,Maruti,Celerio,10,97726.0,1,Petrol,Manual,25.24,998.0,65.71,5,12.832013750189885,hyderabad
Ford Ecosport,Ford,Ecosport,7,81462.0,1,Petrol,Manual,17.0,1497.0,121.31,5,13.613395597831598,hyderabad
Tata Indica V2,Tata,Indica V2,11,120000.0,1,Diesel,Manual,25.0,1396.0,69.0,5,12.100717685412471,hyderabad
Maruti Swift,Maruti,Swift,7,31286.0,1,Petrol,Automatic,22.56,1197.0,88.5,5,13.429849547739444,hyderabad
Maruti Baleno,Maruti,Baleno,4,20000.0,1,Petrol,Manual,22.35,1197.0,88.5,5,13.815511557963774,hyderabad
Maruti Baleno,Maruti,Baleno,4,20000.0,1,Petrol,Manual,22.35,1197.0,88.5,5,13.815511557963774,hyderabad
Hyundai Verna,Hyundai,Verna,8,57600.0,1,Petrol,Automatic,17.0,1591.0,121.3,5,13.8924725250259,hyderabad
Chevrolet Sail,Chevrolet,Sail,13,54000.0,1,Petrol,Manual,18.2,1199.0,82.4,5,12.660331092405906,hyderabad
Maruti 800,Maruti,800,41,50000.0,2,Petrol,Manual,16.1,796.0,37.0,4,11.982935344196433,hyderabad
Maruti Baleno,Maruti,Baleno,6,20000.0,1,Petrol,Manual,21.01,1197.0,81.8,5,13.541075028051122,hyderabad
Tata Aria,Tata,Aria,15,100000.0,2,Diesel,Manual,13.7,1949.5,138.1,7,12.611541086966115,hyderabad
Honda City,Honda,City,9,40000.0,2,Petrol,Manual,17.8,1497.0,117.3,5,13.623139877437296,hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,9,49260.0,1,Diesel,Automatic,28.25,1248.0,74.02,5,13.51575725380498,hyderabad
Maruti Celerio,Maruti,Celerio,11,73069.0,1,Petrol,Manual,25.24,998.0,65.71,5,12.807655372286902,hyderabad
Maruti Swift,Maruti,Swift,13,80000.0,1,Petrol,Manual,18.6,1197.0,85.8,5,12.92391243868049,hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,12,78850.0,1,Petrol,Manual,22.41,1197.0,88.5,5,13.07107218827772,hyderabad
Hyundai i20,Hyundai,i20,10,89224.0,2,Petrol,Manual,18.6,1197.0,81.83,5,13.237477967034438,hyderabad
Tata Hexa,Tata,Hexa,9,90000.0,2,Diesel,Automatic,17.6,1949.5,153.86,7,13.997832948091215,hyderabad
Maruti Wagon R,Maruti,Wagon R,9,59084.0,2,Petrol,Manual,20.51,998.0,67.04,5,12.926350926565435,hyderabad
Maruti Wagon R,Maruti,Wagon R,10,70000.0,1,Petrol,Automatic,20.51,998.0,67.0,5,13.038981768465277,hyderabad
Maruti Wagon R,Maruti,Wagon R,13,59730.0,2,Petrol,Manual,18.9,998.0,67.1,5,12.6410997921206,hyderabad
Honda City,Honda,City,11,50933.0,1,Petrol,Manual,17.4,1497.0,117.3,5,13.29463628184505,hyderabad
Volvo V40,Volvo,V40,10,40000.0,2,Diesel,Automatic,16.8,1949.5,150.0,5,14.403297778421795,hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,10,94426.0,1,Petrol,Manual,22.41,1197.0,88.5,5,13.153863982446317,hyderabad
Tata Hexa,Tata,Hexa,7,50000.0,2,Diesel,Manual,17.6,1949.5,153.86,7,14.077875591662238,hyderabad
Mahindra XUV500,Mahindra,XUV500,13,120000.0,2,Diesel,Manual,15.1,1949.5,140.0,7,13.429849547739444,hyderabad
Volkswagen Polo,Volkswagen,Polo,9,80000.0,1,Petrol,Automatic,17.21,1197.0,103.5,5,13.541075028051122,hyderabad
Skoda Rapid,Skoda,Rapid,14,75000.0,1,Diesel,Manual,20.5,1598.0,103.5,5,13.120363378739663,hyderabad
Mahindra XUV500,Mahindra,XUV500,8,78500.0,1,Diesel,Manual,16.0,1949.5,140.0,7,14.077875591662238,hyderabad
Maruti Ritz,Maruti,Ritz,13,56000.0,1,Diesel,Manual,23.2,1248.0,73.94,5,13.017005083966255,hyderabad
Fiat Punto,Fiat,Punto,12,100000.0,1,Diesel,Manual,20.3,1248.0,75.0,5,12.59473402514672,hyderabad
Hyundai i20,Hyundai,i20,9,32289.0,2,Petrol,Automatic,18.6,1368.0,98.63,5,13.410546824147012,hyderabad
Tata Nexon,Tata,Nexon,8,106467.0,1,Petrol,Automatic,17.0,1198.0,108.5,5,13.579789490265188,hyderabad
Maruti Swift,Maruti,Swift,12,75000.0,1,Diesel,Manual,22.9,1248.0,74.0,5,13.081543466215237,hyderabad
Honda City,Honda,City,12,109832.0,2,Petrol,Manual,17.4,1497.0,117.3,5,13.047639831208393,hyderabad
Hyundai Elantra,Hyundai,Elantra,8,44123.0,1,Petrol,Automatic,14.62,1949.5,149.92,5,14.02089820202114,hyderabad
Honda Amaze,Honda,Amaze,12,100000.0,2,Petrol,Manual,18.0,1198.0,86.7,5,12.873904582205107,hyderabad
Maruti Vitara Brezza,Maruti,Vitara Brezza,9,121129.0,2,Diesel,Manual,24.3,1248.0,88.5,5,13.593617474489168,hyderabad
Maruti Ignis,Maruti,Ignis,6,40000.0,2,Petrol,Manual,20.89,1197.0,81.8,5,13.235693848424024,hyderabad
Mahindra KUV 100,Mahindra,KUV 100,10,72607.0,1,Diesel,Manual,25.32,1198.0,77.0,5,12.948012371209098,hyderabad
Hyundai Grand i10,Hyundai,Grand i10,10,28467.0,2,Petrol,Manual,18.9,1197.0,82.0,5,13.064736383209516,hyderabad
Skoda Rapid,Skoda,Rapid,9,60000.0,1,Petrol,Manual,15.41,1598.0,103.2,5,13.527829818844937,hyderabad
Hyundai Creta,Hyundai,Creta,9,122474.0,1,Diesel,Manual,19.67,1582.0,126.2,5,13.90900181179801,hyderabad
Maruti Baleno,Maruti,Baleno,9,37665.0,1,Petrol,Automatic,21.4,1197.0,83.1,5,13.384729180332174,hyderabad
Volvo XC 90,Volvo,XC 90,9,152000.0,1,Diesel,Automatic,17.2,1949.5,180.02499999999998,7,15.330638010707329,hyderabad
Maruti Wagon R,Maruti,Wagon R,12,50000.0,2,Petrol,Manual,20.51,998.0,67.04,5,12.676079399771027,hyderabad
Honda Amaze,Honda,Amaze,8,110000.0,1,Diesel,Manual,25.8,1498.0,98.6,5,13.429849547739444,hyderabad
Mahindra XUV500,Mahindra,XUV500,14,120000.0,3,Diesel,Manual,15.1,1949.5,140.0,7,13.304686600863562,hyderabad
Audi A6,Audi,A6,10,45000.0,1,Diesel,Automatic,18.53,1949.5,180.02499999999998,5,14.808392262507668,hyderabad
Hyundai Grand i10,Hyundai,Grand i10,10,85000.0,1,Diesel,Manual,24.0,1120.0,70.0,5,13.120363378739663,hyderabad
Honda City,Honda,City,5,61000.0,1,Petrol,Automatic,17.4,1497.0,117.6,5,14.038654909278163,hyderabad
Maruti Swift,Maruti,Swift,12,94540.0,1,Petrol,Manual,22.38,1197.0,88.5,5,12.921472880009725,hyderabad
Hyundai Creta,Hyundai,Creta,8,96620.0,1,Petrol,Manual,13.0,1591.0,121.3,5,13.80647082239335,hyderabad
Toyota Innova,Toyota,Innova,13,90000.0,3,Diesel,Manual,12.99,1949.5,100.6,8,13.527829818844937,hyderabad
Hyundai Grand i10,Hyundai,Grand i10,10,104436.0,2,Petrol,Automatic,18.9,1197.0,82.0,5,13.114333221834064,hyderabad
Datsun RediGO,Datsun,RediGO,9,28545.0,1,Petrol,Manual,22.7,799.0,53.64,5,12.604852121186608,hyderabad
Volkswagen Polo,Volkswagen,Polo,7,66500.0,1,Petrol,Manual,18.78,999.0,75.0,5,13.487007879880162,hyderabad
Hyundai i20,Hyundai,i20,9,80133.0,1,Petrol,Manual,18.6,1197.0,81.83,5,13.275944180597024,hyderabad
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,15,106000.0,1,Diesel,Automatic,14.84,1949.5,170.0,5,13.933294482509151,hyderabad
Maruti SX4 S Cross,Maruti,SX4 S Cross,6,26852.0,1,Petrol,Manual,18.55,1462.0,103.25,5,13.797347605666022,hyderabad
Maruti Swift,Maruti,Swift,11,59990.0,1,Petrol,Manual,22.38,1197.0,88.5,5,13.034626646500051,hyderabad
Mahindra XUV500,Mahindra,XUV500,11,110000.0,2,Diesel,Manual,16.0,1949.5,140.0,7,13.76421831620775,hyderabad
